0.956020 0.956031 0.956039 0.956046 0.956053 0.956060 0.956066 0.956072 0.956078 0.956083 0.956088 0.956093 0.956097 0.956101 0.956105 0.956108 0.956112 0.956114 0.956117 0.956119 0.956121 0.956123 0.956124 0.956125 0.956126 0.956127 0.956127 0.956127 0.956127 0.956126 0.956125 0.956124 0.956123 0.956121 0.956119 0.956117 0.956114 0.956111 0.956108 0.956105 0.956101 0.956097 0.956093 0.956089 0.956084 0.956079 0.956074 0.956068 0.956064 0.956053 0.956031 0.956033 0.956040 0.956047 0.956054 0.956060 0.956066 0.956072 0.956078 0.956083 0.956088 0.956093 0.956097 0.956102 0.956105 0.956109 0.956112 0.956115 0.956117 0.956119 0.956121 0.956123 0.956124 0.956125 0.956126 0.956127 0.956127 0.956127 0.956127 0.956126 0.956125 0.956124 0.956123 0.956121 0.956119 0.956117 0.956114 0.956111 0.956108 0.956105 0.956101 0.956097 0.956093 0.956088 0.956084 0.956079 0.956073 0.956068 0.956062 0.956063 
0.912236 0.912261 0.912277 0.912291 0.912305 0.912318 0.912331 0.912343 0.912354 0.912365 0.912375 0.912384 0.912393 0.912401 0.912408 0.912415 0.912421 0.912427 0.912432 0.912436 0.912440 0.912443 0.912446 0.912448 0.912450 0.912451 0.912452 0.912452 0.912451 0.912450 0.912448 0.912446 0.912443 0.912440 0.912436 0.912432 0.912427 0.912421 0.912415 0.912408 0.912401 0.912393 0.912385 0.912376 0.912366 0.912356 0.912346 0.912335 0.912326 0.912301 0.912261 0.912266 0.912278 0.912292 0.912306 0.912319 0.912331 0.912343 0.912355 0.912365 0.912375 0.912384 0.912393 0.912401 0.912409 0.912415 0.912422 0.912427 0.912432 0.912437 0.912440 0.912444 0.912446 0.912448 0.912450 0.912451 0.912452 0.912451 0.912451 0.912450 0.912448 0.912446 0.912443 0.912440 0.912436 0.912431 0.912426 0.912421 0.912414 0.912408 0.912400 0.912392 0.912384 0.912375 0.912365 0.912355 0.912345 0.912335 0.912321 0.912325 
0.868780 0.868818 0.868843 0.868865 0.868885 0.868905 0.868923 0.868941 0.868958 0.868974 0.868989 0.869003 0.869016 0.869028 0.869039 0.869049 0.869058 0.869067 0.869074 0.869081 0.869086 0.869091 0.869095 0.869099 0.869101 0.869103 0.869103 0.869103 0.869102 0.869101 0.869098 0.869095 0.869091 0.869086 0.869080 0.869074 0.869066 0.869058 0.869049 0.869039 0.869028 0.869016 0.869004 0.868990 0.868976 0.868961 0.868946 0.868929 0.868917 0.868876 0.868820 0.868827 0.868845 0.868866 0.868886 0.868906 0.868925 0.868942 0.868959 0.868975 0.868990 0.869004 0.869016 0.869028 0.869039 0.869050 0.869059 0.869067 0.869074 0.869081 0.869087 0.869092 0.869096 0.869099 0.869101 0.869103 0.869103 0.869103 0.869102 0.869101 0.869098 0.869095 0.869091 0.869086 0.869080 0.869073 0.869066 0.869057 0.869048 0.869038 0.869027 0.869015 0.869003 0.868989 0.868975 0.868960 0.868944 0.868929 0.868908 0.868914 
0.825778 0.825830 0.825864 0.825893 0.825920 0.825946 0.825971 0.825994 0.826016 0.826037 0.826057 0.826075 0.826092 0.826108 0.826123 0.826136 0.826148 0.826159 0.826169 0.826178 0.826186 0.826192 0.826197 0.826202 0.826205 0.826207 0.826208 0.826208 0.826207 0.826205 0.826201 0.826197 0.826192 0.826185 0.826178 0.826169 0.826159 0.826148 0.826136 0.826123 0.826108 0.826093 0.826076 0.826059 0.826040 0.826020 0.826000 0.825977 0.825961 0.825905 0.825834 0.825843 0.825868 0.825895 0.825922 0.825947 0.825972 0.825996 0.826018 0.826038 0.826058 0.826076 0.826093 0.826109 0.826124 0.826137 0.826149 0.826160 0.826170 0.826179 0.826186 0.826192 0.826198 0.826202 0.826205 0.826207 0.826208 0.826208 0.826207 0.826204 0.826201 0.826197 0.826191 0.826185 0.826177 0.826168 0.826158 0.826147 0.826135 0.826122 0.826107 0.826092 0.826075 0.826057 0.826039 0.826019 0.825998 0.825978 0.825948 0.825958 
0.783355 0.783420 0.783462 0.783498 0.783532 0.783564 0.783594 0.783623 0.783650 0.783676 0.783700 0.783723 0.783744 0.783764 0.783782 0.783798 0.783813 0.783827 0.783839 0.783850 0.783859 0.783867 0.783874 0.783879 0.783883 0.783886 0.783887 0.783887 0.783885 0.783883 0.783879 0.783873 0.783867 0.783859 0.783849 0.783838 0.783826 0.783813 0.783798 0.783782 0.783764 0.783745 0.783724 0.783702 0.783679 0.783655 0.783629 0.783601 0.783582 0.783511 0.783425 0.783436 0.783467 0.783500 0.783533 0.783565 0.783596 0.783625 0.783652 0.783678 0.783702 0.783724 0.783745 0.783765 0.783783 0.783799 0.783814 0.783828 0.783840 0.783851 0.783860 0.783868 0.783874 0.783879 0.783883 0.783886 0.783887 0.783887 0.783885 0.783882 0.783878 0.783873 0.783866 0.783858 0.783848 0.783837 0.783825 0.783812 0.783797 0.783780 0.783762 0.783743 0.783723 0.783701 0.783678 0.783653 0.783627 0.783602 0.783565 0.783578 
0.741625 0.741702 0.741753 0.741796 0.741836 0.741874 0.741910 0.741944 0.741976 0.742007 0.742035 0.742062 0.742087 0.742110 0.742131 0.742151 0.742169 0.742185 0.742199 0.742212 0.742223 0.742232 0.742240 0.742246 0.742251 0.742254 0.742255 0.742255 0.742254 0.742251 0.742246 0.742239 0.742232 0.742222 0.742211 0.742198 0.742184 0.742168 0.742150 0.742131 0.742110 0.742087 0.742063 0.742037 0.742010 0.741981 0.741951 0.741916 0.741894 0.741809 0.741710 0.741722 0.741759 0.741799 0.741838 0.741876 0.741912 0.741946 0.741978 0.742008 0.742037 0.742064 0.742088 0.742111 0.742133 0.742152 0.742170 0.742186 0.742200 0.742212 0.742223 0.742233 0.742240 0.742246 0.742251 0.742254 0.742255 0.742255 0.742253 0.742250 0.742245 0.742239 0.742231 0.742221 0.742210 0.742197 0.742183 0.742166 0.742149 0.742129 0.742108 0.742086 0.742061 0.742035 0.742008 0.741979 0.741948 0.741918 0.741874 0.741889 
0.700700 0.700789 0.700846 0.700896 0.700942 0.700985 0.701027 0.701066 0.701103 0.701138 0.701171 0.701201 0.701230 0.701256 0.701281 0.701303 0.701323 0.701342 0.701358 0.701373 0.701385 0.701396 0.701405 0.701412 0.701417 0.701421 0.701423 0.701423 0.701421 0.701417 0.701412 0.701404 0.701395 0.701385 0.701372 0.701357 0.701341 0.701322 0.701302 0.701280 0.701256 0.701230 0.701202 0.701173 0.701141 0.701108 0.701073 0.701033 0.701008 0.700909 0.700797 0.700812 0.700853 0.700899 0.700944 0.700988 0.701029 0.701068 0.701105 0.701140 0.701172 0.701203 0.701231 0.701258 0.701282 0.701304 0.701325 0.701343 0.701359 0.701374 0.701386 0.701397 0.701406 0.701413 0.701418 0.701421 0.701423 0.701422 0.701420 0.701417 0.701411 0.701404 0.701395 0.701383 0.701371 0.701356 0.701339 0.701321 0.701300 0.701278 0.701254 0.701228 0.701200 0.701170 0.701139 0.701106 0.701070 0.701036 0.700984 0.701002 
0.660681 0.660780 0.660845 0.660901 0.660952 0.661001 0.661047 0.661091 0.661133 0.661172 0.661209 0.661243 0.661275 0.661304 0.661332 0.661357 0.661379 0.661400 0.661418 0.661435 0.661449 0.661461 0.661471 0.661479 0.661485 0.661489 0.661491 0.661491 0.661489 0.661485 0.661478 0.661470 0.661460 0.661448 0.661434 0.661417 0.661399 0.661378 0.661356 0.661331 0.661304 0.661275 0.661244 0.661210 0.661175 0.661137 0.661099 0.661054 0.661025 0.660914 0.660790 0.660807 0.660853 0.660905 0.660955 0.661004 0.661050 0.661094 0.661135 0.661174 0.661211 0.661245 0.661277 0.661306 0.661333 0.661358 0.661381 0.661401 0.661420 0.661436 0.661450 0.661462 0.661472 0.661479 0.661485 0.661489 0.661491 0.661490 0.661488 0.661484 0.661478 0.661469 0.661459 0.661447 0.661432 0.661416 0.661397 0.661377 0.661354 0.661329 0.661302 0.661273 0.661241 0.661208 0.661173 0.661135 0.661095 0.661057 0.660999 0.661019 
0.621662 0.621772 0.621844 0.621905 0.621962 0.622015 0.622066 0.622114 0.622160 0.622203 0.622243 0.622281 0.622316 0.622348 0.622378 0.622406 0.622431 0.622454 0.622474 0.622492 0.622507 0.622521 0.622532 0.622540 0.622547 0.622551 0.622553 0.622553 0.622551 0.622546 0.622540 0.622531 0.622520 0.622506 0.622491 0.622473 0.622452 0.622430 0.622405 0.622377 0.622348 0.622316 0.622281 0.622245 0.622206 0.622164 0.622122 0.622072 0.622041 0.621918 0.621783 0.621802 0.621853 0.621909 0.621965 0.622018 0.622069 0.622117 0.622162 0.622205 0.622246 0.622283 0.622318 0.622350 0.622380 0.622408 0.622433 0.622455 0.622475 0.622493 0.622508 0.622521 0.622532 0.622541 0.622547 0.622551 0.622553 0.622553 0.622550 0.622546 0.622539 0.622530 0.622519 0.622505 0.622489 0.622471 0.622451 0.622428 0.622403 0.622375 0.622345 0.622313 0.622279 0.622242 0.622203 0.622162 0.622118 0.622076 0.622011 0.622034 
0.583731 0.583850 0.583927 0.583994 0.584055 0.584113 0.584168 0.584220 0.584270 0.584316 0.584360 0.584401 0.584439 0.584474 0.584506 0.584536 0.584563 0.584588 0.584610 0.584629 0.584646 0.584660 0.584672 0.584681 0.584688 0.584693 0.584695 0.584695 0.584693 0.584688 0.584681 0.584671 0.584659 0.584645 0.584628 0.584608 0.584586 0.584562 0.584534 0.584505 0.584473 0.584438 0.584401 0.584361 0.584319 0.584274 0.584227 0.584174 0.584140 0.584006 0.583862 0.583882 0.583937 0.583998 0.584058 0.584116 0.584171 0.584223 0.584272 0.584319 0.584362 0.584403 0.584441 0.584476 0.584508 0.584538 0.584565 0.584589 0.584611 0.584630 0.584647 0.584661 0.584673 0.584682 0.584689 0.584693 0.584695 0.584695 0.584692 0.584687 0.584680 0.584670 0.584658 0.584643 0.584626 0.584606 0.584584 0.584560 0.584532 0.584503 0.584470 0.584435 0.584398 0.584358 0.584316 0.584271 0.584223 0.584177 0.584107 0.584132 
